,Bnumber,Gen,Length
231022,b4339,yjiQ,562
231023,b4340,yjiR,1414
231024,b4341,yjiS,166
231025,b4342,yjiT,1519
231026,b4486,yjiV,2722
231027,b4345,mcrC,1048
231028,b4346,mcrB,1381
231029,b4347,yjiW,400
231030,b4348,hsdS,1396
231031,b4349,hsdM,1591
231032,b4350,hsdR,3568
231033,b4351,mrr,916
231034,b4352,yjiA,958
231035,b4353,yjiX,205
231036,b4354,yjiY,2152
231037,b4355,tsr,1657
231038,b4356,yjiZ,1363
231039,b4357,yjjM,916
231040,b4358,yjjN,1024
231041,b4359,mdoB,2293
231042,b4360,yjjA,496
